"approval","date","president","party"
0.51,2016-04-21,"Barack Obama","Democrat"
0.5,2016-04-22,"Barack Obama","Democrat"
0.5,2016-04-23,"Barack Obama","Democrat"
0.52,2016-04-24,"Barack Obama","Democrat"
0.5,2016-04-25,"Barack Obama","Democrat"
0.5,2016-04-26,"Barack Obama","Democrat"
0.49,2016-04-27,"Barack Obama","Democrat"
0.5,2016-04-28,"Barack Obama","Democrat"
0.5,2016-04-29,"Barack Obama","Democrat"
0.52,2016-04-30,"Barack Obama","Democrat"
0.52,2016-05-01,"Barack Obama","Democrat"
0.52,2016-05-02,"Barack Obama","Democrat"
0.51,2016-05-03,"Barack Obama","Democrat"
0.5,2016-05-04,"Barack Obama","Democrat"
0.51,2016-05-05,"Barack Obama","Democrat"
0.52,2016-05-06,"Barack Obama","Democrat"
0.53,2016-05-07,"Barack Obama","Democrat"
0.53,2016-05-08,"Barack Obama","Democrat"
0.53,2016-05-09,"Barack Obama","Democrat"
0.52,2016-05-10,"Barack Obama","Democrat"
0.52,2016-05-11,"Barack Obama","Democrat"
0.5,2016-05-12,"Barack Obama","Democrat"
0.5,2016-05-13,"Barack Obama","Democrat"
0.5,2016-05-14,"Barack Obama","Democrat"
0.51,2016-05-15,"Barack Obama","Democrat"
0.5,2016-05-16,"Barack Obama","Democrat"
0.5,2016-05-17,"Barack Obama","Democrat"
0.49,2016-05-18,"Barack Obama","Democrat"
0.51,2016-05-19,"Barack Obama","Democrat"
0.52,2016-05-20,"Barack Obama","Democrat"
0.52,2016-05-21,"Barack Obama","Democrat"
0.5,2016-05-22,"Barack Obama","Democrat"
0.52,2016-05-23,"Barack Obama","Democrat"
0.53,2016-05-24,"Barack Obama","Democrat"
0.52,2016-05-25,"Barack Obama","Democrat"
0.5,2016-05-26,"Barack Obama","Democrat"
0.5,2016-05-27,"Barack Obama","Democrat"
0.52,2016-05-28,"Barack Obama","Democrat"
0.53,2016-05-29,"Barack Obama","Democrat"
0.52,2016-05-30,"Barack Obama","Democrat"
0.51,2016-05-31,"Barack Obama","Democrat"
0.52,2016-06-01,"Barack Obama","Democrat"
0.51,2016-06-02,"Barack Obama","Democrat"
0.53,2016-06-03,"Barack Obama","Democrat"
0.5,2016-06-05,"Barack Obama","Democrat"
0.51,2016-06-06,"Barack Obama","Democrat"
0.5,2016-06-07,"Barack Obama","Democrat"
0.53,2016-06-08,"Barack Obama","Democrat"
0.52,2016-06-09,"Barack Obama","Democrat"
0.54,2016-06-10,"Barack Obama","Democrat"
0.52,2016-06-11,"Barack Obama","Democrat"
0.52,2016-06-12,"Barack Obama","Democrat"
0.53,2016-06-13,"Barack Obama","Democrat"
0.53,2016-06-14,"Barack Obama","Democrat"
0.53,2016-06-15,"Barack Obama","Democrat"
0.53,2016-06-16,"Barack Obama","Democrat"
0.53,2016-06-17,"Barack Obama","Democrat"
0.53,2016-06-18,"Barack Obama","Democrat"
0.52,2016-06-19,"Barack Obama","Democrat"
0.5,2016-06-20,"Barack Obama","Democrat"
0.49,2016-06-21,"Barack Obama","Democrat"
0.49,2016-06-22,"Barack Obama","Democrat"
0.5,2016-06-23,"Barack Obama","Democrat"
0.5,2016-06-24,"Barack Obama","Democrat"
0.5,2016-06-25,"Barack Obama","Democrat"
0.5,2016-06-26,"Barack Obama","Democrat"
0.51,2016-06-27,"Barack Obama","Democrat"
0.51,2016-06-28,"Barack Obama","Democrat"
0.52,2016-06-29,"Barack Obama","Democrat"
0.51,2016-06-30,"Barack Obama","Democrat"
0.51,2016-07-01,"Barack Obama","Democrat"
0.51,2016-07-02,"Barack Obama","Democrat"
0.51,2016-07-03,"Barack Obama","Democrat"
0.5,2016-07-05,"Barack Obama","Democrat"
0.5,2016-07-06,"Barack Obama","Democrat"
0.51,2016-07-07,"Barack Obama","Democrat"
0.51,2016-07-08,"Barack Obama","Democrat"
0.51,2016-07-09,"Barack Obama","Democrat"
0.51,2016-07-10,"Barack Obama","Democrat"
0.49,2016-07-11,"Barack Obama","Democrat"
0.48,2016-07-12,"Barack Obama","Democrat"
0.47,2016-07-14,"Barack Obama","Democrat"
0.49,2016-07-15,"Barack Obama","Democrat"
0.49,2016-07-16,"Barack Obama","Democrat"
0.51,2016-07-17,"Barack Obama","Democrat"
0.49,2016-07-18,"Barack Obama","Democrat"
0.49,2016-07-19,"Barack Obama","Democrat"
0.49,2016-07-20,"Barack Obama","Democrat"
0.49,2016-07-22,"Barack Obama","Democrat"
0.49,2016-07-23,"Barack Obama","Democrat"
0.49,2016-07-24,"Barack Obama","Democrat"
0.5,2016-07-25,"Barack Obama","Democrat"
0.51,2016-07-26,"Barack Obama","Democrat"
0.51,2016-07-27,"Barack Obama","Democrat"
0.52,2016-07-28,"Barack Obama","Democrat"
0.53,2016-07-29,"Barack Obama","Democrat"
0.54,2016-07-30,"Barack Obama","Democrat"
0.54,2016-07-31,"Barack Obama","Democrat"
0.53,2016-08-01,"Barack Obama","Democrat"
0.52,2016-08-02,"Barack Obama","Democrat"
0.51,2016-08-03,"Barack Obama","Democrat"
0.5,2016-08-04,"Barack Obama","Democrat"
0.49,2016-08-05,"Barack Obama","Democrat"
0.52,2016-08-06,"Barack Obama","Democrat"
0.53,2016-08-07,"Barack Obama","Democrat"
0.52,2016-08-08,"Barack Obama","Democrat"
0.5,2016-08-09,"Barack Obama","Democrat"
0.49,2016-08-10,"Barack Obama","Democrat"
0.53,2016-08-11,"Barack Obama","Democrat"
0.53,2016-08-12,"Barack Obama","Democrat"
0.54,2016-08-13,"Barack Obama","Democrat"
0.53,2016-08-14,"Barack Obama","Democrat"
0.51,2016-08-15,"Barack Obama","Democrat"
0.52,2016-08-16,"Barack Obama","Democrat"
0.51,2016-08-18,"Barack Obama","Democrat"
0.52,2016-08-19,"Barack Obama","Democrat"
0.51,2016-08-20,"Barack Obama","Democrat"
0.52,2016-08-21,"Barack Obama","Democrat"
0.5,2016-08-22,"Barack Obama","Democrat"
0.51,2016-08-23,"Barack Obama","Democrat"
0.48,2016-08-24,"Barack Obama","Democrat"
0.51,2016-08-25,"Barack Obama","Democrat"
0.51,2016-08-26,"Barack Obama","Democrat"
0.52,2016-08-27,"Barack Obama","Democrat"
0.51,2016-08-28,"Barack Obama","Democrat"
0.51,2016-08-29,"Barack Obama","Democrat"
0.52,2016-08-30,"Barack Obama","Democrat"
0.52,2016-08-31,"Barack Obama","Democrat"
0.52,2016-09-01,"Barack Obama","Democrat"
0.51,2016-09-02,"Barack Obama","Democrat"
0.52,2016-09-03,"Barack Obama","Democrat"
0.52,2016-09-04,"Barack Obama","Democrat"
0.52,2016-09-05,"Barack Obama","Democrat"
0.51,2016-09-06,"Barack Obama","Democrat"
0.5,2016-09-08,"Barack Obama","Democrat"
0.5,2016-09-09,"Barack Obama","Democrat"
0.5,2016-09-10,"Barack Obama","Democrat"
0.51,2016-09-11,"Barack Obama","Democrat"
0.5,2016-09-12,"Barack Obama","Democrat"
0.53,2016-09-13,"Barack Obama","Democrat"
0.52,2016-09-14,"Barack Obama","Democrat"
0.54,2016-09-15,"Barack Obama","Democrat"
0.53,2016-09-16,"Barack Obama","Democrat"
0.52,2016-09-17,"Barack Obama","Democrat"
0.51,2016-09-18,"Barack Obama","Democrat"
0.51,2016-09-19,"Barack Obama","Democrat"
0.53,2016-09-20,"Barack Obama","Democrat"
0.52,2016-09-21,"Barack Obama","Democrat"
0.52,2016-09-22,"Barack Obama","Democrat"
0.53,2016-09-23,"Barack Obama","Democrat"
0.54,2016-09-24,"Barack Obama","Democrat"
0.54,2016-09-25,"Barack Obama","Democrat"
0.51,2016-09-26,"Barack Obama","Democrat"
0.5,2016-09-27,"Barack Obama","Democrat"
0.51,2016-09-28,"Barack Obama","Democrat"
0.52,2016-09-29,"Barack Obama","Democrat"
0.53,2016-09-30,"Barack Obama","Democrat"
0.52,2016-10-01,"Barack Obama","Democrat"
0.54,2016-10-02,"Barack Obama","Democrat"
0.54,2016-10-03,"Barack Obama","Democrat"
0.54,2016-10-04,"Barack Obama","Democrat"
0.51,2016-10-06,"Barack Obama","Democrat"
0.51,2016-10-07,"Barack Obama","Democrat"
0.52,2016-10-08,"Barack Obama","Democrat"
0.53,2016-10-09,"Barack Obama","Democrat"
0.55,2016-10-10,"Barack Obama","Democrat"
0.54,2016-10-11,"Barack Obama","Democrat"
0.53,2016-10-12,"Barack Obama","Democrat"
0.53,2016-10-13,"Barack Obama","Democrat"
0.54,2016-10-14,"Barack Obama","Democrat"
0.55,2016-10-15,"Barack Obama","Democrat"
0.54,2016-10-16,"Barack Obama","Democrat"
0.54,2016-10-17,"Barack Obama","Democrat"
0.53,2016-10-18,"Barack Obama","Democrat"
0.55,2016-10-19,"Barack Obama","Democrat"
0.55,2016-10-20,"Barack Obama","Democrat"
0.57,2016-10-21,"Barack Obama","Democrat"
0.56,2016-10-22,"Barack Obama","Democrat"
0.54,2016-10-23,"Barack Obama","Democrat"
0.52,2016-10-24,"Barack Obama","Democrat"
0.52,2016-10-25,"Barack Obama","Democrat"
0.53,2016-10-26,"Barack Obama","Democrat"
0.54,2016-10-27,"Barack Obama","Democrat"
0.53,2016-10-28,"Barack Obama","Democrat"
0.55,2016-10-29,"Barack Obama","Democrat"
0.54,2016-10-30,"Barack Obama","Democrat"
0.53,2016-10-31,"Barack Obama","Democrat"
0.51,2016-11-02,"Barack Obama","Democrat"
0.49,2016-11-03,"Barack Obama","Democrat"
0.51,2016-11-04,"Barack Obama","Democrat"
0.53,2016-11-05,"Barack Obama","Democrat"
0.56,2016-11-06,"Barack Obama","Democrat"
0.56,2016-11-07,"Barack Obama","Democrat"
0.56,2016-11-08,"Barack Obama","Democrat"
0.56,2016-11-09,"Barack Obama","Democrat"
0.58,2016-11-10,"Barack Obama","Democrat"
0.57,2016-11-11,"Barack Obama","Democrat"
0.57,2016-11-12,"Barack Obama","Democrat"
0.57,2016-11-13,"Barack Obama","Democrat"
0.57,2016-11-14,"Barack Obama","Democrat"
0.56,2016-11-15,"Barack Obama","Democrat"
0.56,2016-11-16,"Barack Obama","Democrat"
0.56,2016-11-17,"Barack Obama","Democrat"
0.58,2016-11-18,"Barack Obama","Democrat"
0.56,2016-11-19,"Barack Obama","Democrat"
0.57,2016-11-20,"Barack Obama","Democrat"
0.56,2016-11-21,"Barack Obama","Democrat"
0.55,2016-11-22,"Barack Obama","Democrat"
0.55,2016-11-23,"Barack Obama","Democrat"
0.56,2016-11-25,"Barack Obama","Democrat"
0.56,2016-11-26,"Barack Obama","Democrat"
0.57,2016-11-27,"Barack Obama","Democrat"
0.57,2016-11-28,"Barack Obama","Democrat"
0.57,2016-11-29,"Barack Obama","Democrat"
0.54,2016-12-01,"Barack Obama","Democrat"
0.53,2016-12-02,"Barack Obama","Democrat"
0.53,2016-12-03,"Barack Obama","Democrat"
0.54,2016-12-04,"Barack Obama","Democrat"
0.54,2016-12-05,"Barack Obama","Democrat"
0.55,2016-12-06,"Barack Obama","Democrat"
0.56,2016-12-08,"Barack Obama","Democrat"
0.59,2016-12-09,"Barack Obama","Democrat"
0.58,2016-12-10,"Barack Obama","Democrat"
0.59,2016-12-11,"Barack Obama","Democrat"
0.56,2016-12-12,"Barack Obama","Democrat"
0.57,2016-12-13,"Barack Obama","Democrat"
0.56,2016-12-14,"Barack Obama","Democrat"
0.56,2016-12-15,"Barack Obama","Democrat"
0.56,2016-12-16,"Barack Obama","Democrat"
0.56,2016-12-17,"Barack Obama","Democrat"
0.57,2016-12-18,"Barack Obama","Democrat"
0.57,2016-12-19,"Barack Obama","Democrat"
0.57,2016-12-20,"Barack Obama","Democrat"
0.56,2016-12-21,"Barack Obama","Democrat"
0.56,2016-12-22,"Barack Obama","Democrat"
0.56,2016-12-23,"Barack Obama","Democrat"
0.56,2016-12-26,"Barack Obama","Democrat"
0.56,2016-12-27,"Barack Obama","Democrat"
0.55,2016-12-28,"Barack Obama","Democrat"
0.56,2016-12-29,"Barack Obama","Democrat"
0.55,2016-12-30,"Barack Obama","Democrat"
0.54,2017-01-02,"Barack Obama","Democrat"
0.53,2017-01-03,"Barack Obama","Democrat"
0.54,2017-01-04,"Barack Obama","Democrat"
0.56,2017-01-05,"Barack Obama","Democrat"
0.56,2017-01-06,"Barack Obama","Democrat"
0.56,2017-01-07,"Barack Obama","Democrat"
0.56,2017-01-08,"Barack Obama","Democrat"
0.56,2017-01-09,"Barack Obama","Democrat"
0.55,2017-01-10,"Barack Obama","Democrat"
0.57,2017-01-11,"Barack Obama","Democrat"
0.57,2017-01-12,"Barack Obama","Democrat"
0.58,2017-01-13,"Barack Obama","Democrat"
0.57,2017-01-14,"Barack Obama","Democrat"
0.57,2017-01-15,"Barack Obama","Democrat"
0.57,2017-01-17,"Barack Obama","Democrat"
0.58,2017-01-18,"Barack Obama","Democrat"
0.59,2017-01-19,"Barack Obama","Democrat"
0.45,2017-01-22,"Donald J. Trump","Republican"
0.45,2017-01-23,"Donald J. Trump","Republican"
0.46,2017-01-24,"Donald J. Trump","Republican"
0.46,2017-01-25,"Donald J. Trump","Republican"
0.45,2017-01-26,"Donald J. Trump","Republican"
0.42,2017-01-27,"Donald J. Trump","Republican"
0.42,2017-01-28,"Donald J. Trump","Republican"
0.43,2017-01-29,"Donald J. Trump","Republican"
0.43,2017-01-30,"Donald J. Trump","Republican"
0.43,2017-01-31,"Donald J. Trump","Republican"
0.43,2017-02-01,"Donald J. Trump","Republican"
0.43,2017-02-02,"Donald J. Trump","Republican"
0.44,2017-02-03,"Donald J. Trump","Republican"
0.42,2017-02-04,"Donald J. Trump","Republican"
0.42,2017-02-05,"Donald J. Trump","Republican"
0.42,2017-02-06,"Donald J. Trump","Republican"
0.43,2017-02-07,"Donald J. Trump","Republican"
0.43,2017-02-08,"Donald J. Trump","Republican"
0.42,2017-02-09,"Donald J. Trump","Republican"
0.41,2017-02-10,"Donald J. Trump","Republican"
0.4,2017-02-11,"Donald J. Trump","Republican"
0.4,2017-02-12,"Donald J. Trump","Republican"
0.4,2017-02-13,"Donald J. Trump","Republican"
0.4,2017-02-14,"Donald J. Trump","Republican"
0.4,2017-02-15,"Donald J. Trump","Republican"
0.38,2017-02-16,"Donald J. Trump","Republican"
0.4,2017-02-17,"Donald J. Trump","Republican"
0.41,2017-02-18,"Donald J. Trump","Republican"
0.42,2017-02-19,"Donald J. Trump","Republican"
0.41,2017-02-20,"Donald J. Trump","Republican"
0.42,2017-02-21,"Donald J. Trump","Republican"
0.43,2017-02-22,"Donald J. Trump","Republican"
0.43,2017-02-23,"Donald J. Trump","Republican"
0.41,2017-02-24,"Donald J. Trump","Republican"
0.41,2017-02-25,"Donald J. Trump","Republican"
0.42,2017-02-26,"Donald J. Trump","Republican"
0.42,2017-02-27,"Donald J. Trump","Republican"
0.43,2017-02-28,"Donald J. Trump","Republican"
0.43,2017-03-01,"Donald J. Trump","Republican"
0.43,2017-03-02,"Donald J. Trump","Republican"
0.43,2017-03-03,"Donald J. Trump","Republican"
0.43,2017-03-04,"Donald J. Trump","Republican"
0.44,2017-03-05,"Donald J. Trump","Republican"
0.43,2017-03-06,"Donald J. Trump","Republican"
0.42,2017-03-07,"Donald J. Trump","Republican"
0.41,2017-03-08,"Donald J. Trump","Republican"
0.42,2017-03-09,"Donald J. Trump","Republican"
0.44,2017-03-10,"Donald J. Trump","Republican"
0.45,2017-03-11,"Donald J. Trump","Republican"
0.42,2017-03-12,"Donald J. Trump","Republican"
0.39,2017-03-13,"Donald J. Trump","Republican"
0.4,2017-03-14,"Donald J. Trump","Republican"
0.42,2017-03-15,"Donald J. Trump","Republican"
0.41,2017-03-16,"Donald J. Trump","Republican"
0.4,2017-03-17,"Donald J. Trump","Republican"
0.37,2017-03-18,"Donald J. Trump","Republican"
0.39,2017-03-19,"Donald J. Trump","Republican"
0.39,2017-03-20,"Donald J. Trump","Republican"
0.4,2017-03-21,"Donald J. Trump","Republican"
0.39,2017-03-22,"Donald J. Trump","Republican"
0.41,2017-03-23,"Donald J. Trump","Republican"
0.41,2017-03-24,"Donald J. Trump","Republican"
0.4,2017-03-25,"Donald J. Trump","Republican"
0.36,2017-03-26,"Donald J. Trump","Republican"
0.36,2017-03-27,"Donald J. Trump","Republican"
0.35,2017-03-28,"Donald J. Trump","Republican"
0.38,2017-03-29,"Donald J. Trump","Republican"
0.38,2017-03-30,"Donald J. Trump","Republican"
0.4,2017-03-31,"Donald J. Trump","Republican"
0.38,2017-04-01,"Donald J. Trump","Republican"
0.38,2017-04-02,"Donald J. Trump","Republican"
0.39,2017-04-03,"Donald J. Trump","Republican"
0.42,2017-04-04,"Donald J. Trump","Republican"
0.41,2017-04-05,"Donald J. Trump","Republican"
0.4,2017-04-06,"Donald J. Trump","Republican"
0.4,2017-04-07,"Donald J. Trump","Republican"
0.4,2017-04-08,"Donald J. Trump","Republican"
0.4,2017-04-09,"Donald J. Trump","Republican"
0.4,2017-04-10,"Donald J. Trump","Republican"
0.41,2017-04-11,"Donald J. Trump","Republican"
0.4,2017-04-12,"Donald J. Trump","Republican"
0.4,2017-04-13,"Donald J. Trump","Republican"
0.39,2017-04-14,"Donald J. Trump","Republican"
0.41,2017-04-15,"Donald J. Trump","Republican"
0.41,2017-04-17,"Donald J. Trump","Republican"
0.42,2017-04-18,"Donald J. Trump","Republican"
0.43,2017-04-19,"Donald J. Trump","Republican"
0.43,2017-04-20,"Donald J. Trump","Republican"
0.42,2017-04-21,"Donald J. Trump","Republican"
0.4,2017-04-22,"Donald J. Trump","Republican"
0.4,2017-04-23,"Donald J. Trump","Republican"
0.4,2017-04-24,"Donald J. Trump","Republican"
0.39,2017-04-25,"Donald J. Trump","Republican"
0.4,2017-04-26,"Donald J. Trump","Republican"
0.43,2017-04-27,"Donald J. Trump","Republican"
0.43,2017-04-28,"Donald J. Trump","Republican"
0.42,2017-04-29,"Donald J. Trump","Republican"
0.41,2017-04-30,"Donald J. Trump","Republican"
0.42,2017-05-01,"Donald J. Trump","Republican"
0.42,2017-05-02,"Donald J. Trump","Republican"
0.42,2017-05-04,"Donald J. Trump","Republican"
0.4,2017-05-05,"Donald J. Trump","Republican"
0.4,2017-05-06,"Donald J. Trump","Republican"
0.42,2017-05-07,"Donald J. Trump","Republican"
0.4,2017-05-08,"Donald J. Trump","Republican"
0.4,2017-05-09,"Donald J. Trump","Republican"
0.38,2017-05-10,"Donald J. Trump","Republican"
0.41,2017-05-11,"Donald J. Trump","Republican"
0.4,2017-05-12,"Donald J. Trump","Republican"
0.39,2017-05-13,"Donald J. Trump","Republican"
0.38,2017-05-14,"Donald J. Trump","Republican"
0.38,2017-05-15,"Donald J. Trump","Republican"
0.38,2017-05-16,"Donald J. Trump","Republican"
0.38,2017-05-17,"Donald J. Trump","Republican"
0.38,2017-05-18,"Donald J. Trump","Republican"
0.37,2017-05-19,"Donald J. Trump","Republican"
